"questionnaire_code","questionnaire_title","question_group","question_order","question_type","question_type_description","question_index","question_code","question_description","subquestion_code","subquestion_description","question_scale","question_scale_label","option_code","option_description"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Spasm]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Spasm","Spasm","","","NINA","Not informed / not assessed"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Spasm]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Spasm","Spasm","","","Patch","Patch"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Spasm]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Spasm","Spasm","","","Sutur","Suture"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Spasm]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Spasm","Spasm","","","TTA","Termino-terminal anastomosis"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Spasm]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Spasm","Spasm","","","Tomy","Tromboembolectomy"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","Graft","Graft"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","Ligat","Ligature"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","NINA","Not informed / not assessed"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","Patch","Patch"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","Sutur","Suture"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","TTA","Termino-terminal anastomosis"
"Q44071","Unified Admission Assessment","History of present illnes","59","F","Array (Flexible Labels)","lstInjRSubclavianArt[Thrombosis]","lstInjRSubclavianArt","If RIGHT SUBCLAVIAN ARTERY lesion, what was the type of lesion and treatment,","Thrombosis","Thrombosis","","","Tomy","Tromboembolectomy"
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[AxillaryArtery]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","AxillaryArtery","Axillary artery","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[AxillaryVein]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","AxillaryVein","Axillary vein","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[BrachialArtery]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","BrachialArtery","Brachial artery","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[NINA]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","NINA","Not informed / not assessed","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[SubclavianArtery]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","SubclavianArtery","Subclavian artery","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","57","M","Multiple choice","mulInjRVascinj[SubclavianVein]","mulInjRVascinj","If RIGHT VASCULAR LESION ASSOCIATED WITH THE INJURY, choose the affected vessel(s):","SubclavianVein","Subclavian vein","","","",""
"Q44071","Unified Admission Assessment","History of present illnes","77","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","N","No"
"Q44071","Unified Admission Assessment","History of present illnes","77","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","NINA","Not informed / not assessed"
"Q44071","Unified Admission Assessment","History of present illnes","77","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","Y","Yes"
"Q44071","Unified Admission Assessment","History of present illnes","78","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","N","No"
"Q44071","Unified Admission Assessment","History of present illnes","78","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","NINA","Not informed / not assessed"
"Q44071","Unified Admission Assessment","History of present illnes","78","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","Y","Yes"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RElbow]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RElbow","Elbow","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RElbow]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RElbow","Elbow","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RElbow]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RElbow","Elbow","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RIndex]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RIndex]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RIndex]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RShoulder]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RShoulder]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","16","F","Array (Flexible Labels)","lstPexArthreR[RShoulder]","lstPexArthreR","If proprioception: JOINT POSITION SENSE was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LClavicle]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LClavicle","Lateral third of clavicule","","","Abs","Apalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LClavicle]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LClavicle","Lateral third of clavicule","","","Hypo","Hypopalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LClavicle]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LClavicle","Lateral third of clavicule","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LClavicle]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LClavicle","Lateral third of clavicule","","","Pt","Present"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LElbow]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LElbow","Lateral epicondyle of the humerus","","","Abs","Apalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LElbow]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LElbow","Lateral epicondyle of the humerus","","","Hypo","Hypopalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LElbow]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LElbow","Lateral epicondyle of the humerus","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LElbow]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LElbow","Lateral epicondyle of the humerus","","","Pt","Present"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LUlna]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LUlna","Head of the ulna","","","Abs","Apalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LUlna]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LUlna","Head of the ulna","","","Hypo","Hypopalesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LUlna]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LUlna","Head of the ulna","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","21","F","Array (Flexible Labels)","lstPexPalleL[LUlna]","lstPexPalleL","If PALLESTHESIA was assessed on the LEFT, indicate,","LUlna","Head of the ulna","","","Pt","Present"
"Q44071","Unified Admission Assessment","Physical Exam","25","N","Numerical Input","intPexRShoulderFlex","intPexRShoulderFlex","Right shoulder flexion (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","29","N","Numerical Input","intPexRShoulderAbdu","intPexRShoulderAbdu","Right shoulder abduction (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","33","N","Numerical Input","intPexRElbowFlex","intPexRElbowFlex","Right elbow flexion (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LArm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LArm","Arm","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LArm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LArm","Arm","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LArm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LArm","Arm","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LArm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LArm","Arm","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LArm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LArm","Arm","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LCervical]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LCervical","Cervical region","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LCervical]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LCervical","Cervical region","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LCervical]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LCervical","Cervical region","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LCervical]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LCervical","Cervical region","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LCervical]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LCervical","Cervical region","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LFingers]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LFingers","Fingers","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LFingers]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LFingers","Fingers","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LFingers]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LFingers","Fingers","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LFingers]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LFingers","Fingers","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LFingers]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LFingers","Fingers","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LForearm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LForearm","Forearm","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LForearm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LForearm","Forearm","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LForearm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LForearm","Forearm","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LForearm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LForearm","Forearm","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LForearm]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LForearm","Forearm","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LGlenohumeral]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LGlenohumeral","Glenohumeral","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LGlenohumeral]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LGlenohumeral","Glenohumeral","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LGlenohumeral]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LGlenohumeral","Glenohumeral","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LGlenohumeral]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LGlenohumeral","Glenohumeral","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LGlenohumeral]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LGlenohumeral","Glenohumeral","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LHand]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LHand","Hand","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LHand]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LHand","Hand","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LHand]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LHand","Hand","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LHand]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LHand","Hand","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LHand]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LHand","Hand","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LScapular]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LScapular","Scapular region","","","Abs","Atrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LScapular]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LScapular","Scapular region","","","Hyper","Hypertrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LScapular]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LScapular","Scapular region","","","Hypo","Hypotrophy"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LScapular]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LScapular","Scapular region","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","6","F","Array (Flexible Labels)","lstPexTrophismLULimb[LScapular]","lstPexTrophismLULimb","If there are TROPHIC CHANGES on the LEFT side, indicate the LOCATION,","LScapular","Scapular region","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","37","N","Numerical Input","intPexRForearmSupin","intPexRForearmSupin","Right forearm supination (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RElbow]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RElbow","Elbow","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RElbow]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RElbow","Elbow","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RElbow]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RElbow","Elbow","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RIndex]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RIndex]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RIndex]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RIndex","Proximal interphalangeal (Index finger)","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RShoulder]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RShoulder]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","NPv","Altered"
"Q44071","Unified Admission Assessment","Physical Exam","18","F","Array (Flexible Labels)","lstPexKineR[RShoulder]","lstPexKineR","If proprioception: KINESTHESIA was assessed on the RIGHT, indicate,","RShoulder","Shoulder","","","Pv","Preserved"
"Q44071","Unified Admission Assessment","Physical Exam","27","N","Numerical Input","intPexRShoulderExte","intPexRShoulderExte","Right shoulder extension (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","35","N","Numerical Input","intPexRElbowExte","intPexRElbowExte","Right elbow extension (in degrees):","","","","","",""
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Abs","Anesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Hyper","Hyperesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Hypo","Hypoesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC4]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC4","C4","","","Abs","Anesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC4]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC4","C4","","","Hyper","Hyperesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC4]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC4","C4","","","Hypo","Hypoesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC4]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC4","C4","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC4]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC4","C4","","","Norm","Not altered"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC5]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC5","C5","","","Abs","Anesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC5]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC5","C5","","","Hyper","Hyperesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC5]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC5","C5","","","Hypo","Hypoesthesia"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC5]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC5","C5","","","NAIA","Not assessed / inconclusive assessment"
"Q44071","Unified Admission Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC5]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC5","C5","","","Norm","Not altered"
