"questionnaire_code","questionnaire_title","question_group","question_order","question_type","question_type_description","question_index","question_code","question_description","subquestion_code","subquestion_description","question_scale","question_scale_label","option_code","option_description"
"Q61802","Unified surgical evaluation ","Surgical Data","23","M","Multiple choice","mulExplorDivision[PDivisionITrunk]","mulExplorDivision","Injured division(s):","PDivisionITrunk","posterior division lower trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","23","M","Multiple choice","mulExplorDivision[PDivisionMTrunk]","mulExplorDivision","Injured division(s):","PDivisionMTrunk","posterior division middle trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","23","M","Multiple choice","mulExplorDivision[PDivisionUTrunk]","mulExplorDivision","Injured division(s):","PDivisionUTrunk","posterior division upper trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","26","M","Multiple choice","mulExplorADivisionMT[Continuity]","mulExplorADivisionMT","Injury of the anterior division of the middle trunk:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","26","M","Multiple choice","mulExplorADivisionMT[NINA]","mulExplorADivisionMT","Injury of the anterior division of the middle trunk:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","26","M","Multiple choice","mulExplorADivisionMT[Neuroma]","mulExplorADivisionMT","Injury of the anterior division of the middle trunk:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","26","M","Multiple choice","mulExplorADivisionMT[Rupture]","mulExplorADivisionMT","Injury of the anterior division of the middle trunk:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","30","M","Multiple choice","mulExplorCord[Lateral]","mulExplorCord","Injured cord(s):","Lateral","Lateral","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","30","M","Multiple choice","mulExplorCord[Medial]","mulExplorCord","Injured cord(s):","Medial","Medial","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","30","M","Multiple choice","mulExplorCord[NINA]","mulExplorCord","Injured cord(s):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","30","M","Multiple choice","mulExplorCord[Posterior]","mulExplorCord","Injured cord(s):","Posterior","Posterior","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","31","M","Multiple choice","mulExplorLCord[Continuity]","mulExplorLCord","Lateral cord injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","31","M","Multiple choice","mulExplorLCord[NINA]","mulExplorLCord","Lateral cord injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","31","M","Multiple choice","mulExplorLCord[Neuroma]","mulExplorLCord","Lateral cord injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","31","M","Multiple choice","mulExplorLCord[Rupture]","mulExplorLCord","Lateral cord injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[C4]","mulLysisRoot","Neurolysis of which root(s)?","C4","C4","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[C5]","mulLysisRoot","Neurolysis of which root(s)?","C5","C5","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[C6]","mulLysisRoot","Neurolysis of which root(s)?","C6","C6","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[C7]","mulLysisRoot","Neurolysis of which root(s)?","C7","C7","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[C8]","mulLysisRoot","Neurolysis of which root(s)?","C8","C8","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[T1]","mulLysisRoot","Neurolysis of which root(s)?","T1","T1","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","36","M","Multiple choice","mulLysisRoot[T2]","mulLysisRoot","Neurolysis of which root(s)?","T2","T2","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[C4]","mulGraftRoot","Grafts in which root(s):","C4","C4","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[C5]","mulGraftRoot","Grafts in which root(s):","C5","C5","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[C6]","mulGraftRoot","Grafts in which root(s):","C6","C6","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[C7]","mulGraftRoot","Grafts in which root(s):","C7","C7","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[C8]","mulGraftRoot","Grafts in which root(s):","C8","C8","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[NINA]","mulGraftRoot","Grafts in which root(s):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[T1]","mulGraftRoot","Grafts in which root(s):","T1","T1","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","129","M","Multiple choice","mulGraftRoot[T2]","mulGraftRoot","Grafts in which root(s):","T2","T2","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","24","M","Multiple choice","mulExplorADivisionUT[Continuity]","mulExplorADivisionUT","Injury of the anterior division of the upper trunk:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","24","M","Multiple choice","mulExplorADivisionUT[NINA]","mulExplorADivisionUT","Injury of the anterior division of the upper trunk:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","24","M","Multiple choice","mulExplorADivisionUT[Neuroma]","mulExplorADivisionUT","Injury of the anterior division of the upper trunk:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","24","M","Multiple choice","mulExplorADivisionUT[Rupture]","mulExplorADivisionUT","Injury of the anterior division of the upper trunk:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","28","M","Multiple choice","mulExplorADivisionIT[Continuity]","mulExplorADivisionIT","Injury of the anterior division of the lower trunk:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","28","M","Multiple choice","mulExplorADivisionIT[NINA]","mulExplorADivisionIT","Injury of the anterior division of the lower trunk:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","28","M","Multiple choice","mulExplorADivisionIT[Neuroma]","mulExplorADivisionIT","Injury of the anterior division of the lower trunk:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","28","M","Multiple choice","mulExplorADivisionIT[Rupture]","mulExplorADivisionIT","Injury of the anterior division of the lower trunk:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","37","M","Multiple choice","mulLysisTrunk[Lower]","mulLysisTrunk","Neurolysis of which trunk(s)?","Lower","Lower","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","37","M","Multiple choice","mulLysisTrunk[Middle]","mulLysisTrunk","Neurolysis of which trunk(s)?","Middle","Middle","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","37","M","Multiple choice","mulLysisTrunk[NINA]","mulLysisTrunk","Neurolysis of which trunk(s)?","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","37","M","Multiple choice","mulLysisTrunk[Upper]","mulLysisTrunk","Neurolysis of which trunk(s)?","Upper","Upper","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","20","M","Multiple choice","mulExplorUTrunk[Continuity]","mulExplorUTrunk","Upper trunk injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","20","M","Multiple choice","mulExplorUTrunk[NINA]","mulExplorUTrunk","Upper trunk injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","20","M","Multiple choice","mulExplorUTrunk[Neuroma]","mulExplorUTrunk","Upper trunk injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","20","M","Multiple choice","mulExplorUTrunk[Rupture]","mulExplorUTrunk","Upper trunk injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","32","M","Multiple choice","mulExplorPCord[Continuity]","mulExplorPCord","Posterior cord injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","32","M","Multiple choice","mulExplorPCord[NINA]","mulExplorPCord","Posterior cord injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","32","M","Multiple choice","mulExplorPCord[Neuroma]","mulExplorPCord","Posterior cord injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","32","M","Multiple choice","mulExplorPCord[Rupture]","mulExplorPCord","Posterior cord injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","21","M","Multiple choice","mulExplorMTrunk[Continuity]","mulExplorMTrunk","Middle trunk injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","21","M","Multiple choice","mulExplorMTrunk[NINA]","mulExplorMTrunk","Middle trunk injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","21","M","Multiple choice","mulExplorMTrunk[Neuroma]","mulExplorMTrunk","Middle trunk injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","21","M","Multiple choice","mulExplorMTrunk[Rupture]","mulExplorMTrunk","Middle trunk injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","5","L","List (Radio)","lstBpsurgSide","lstBpsurgSide","Which side underwent surgery?","","","","","L","Left"
"Q61802","Unified surgical evaluation ","Surgical Data","5","L","List (Radio)","lstBpsurgSide","lstBpsurgSide","Which side underwent surgery?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","5","L","List (Radio)","lstBpsurgSide","lstBpsurgSide","Which side underwent surgery?","","","","","R","Right"
"Q61802","Unified surgical evaluation ","Surgical Data","5","L","List (Radio)","lstBpsurgSide","lstBpsurgSide","Which side underwent surgery?","","","","","RL","Both"
"Q61802","Unified surgical evaluation ","Surgical Data","3","*","Equation","equBpsurgTime","equBpsurgTime","","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","4","X","Boilerplate Question","txtBpsurgTime","txtBpsurgTime","Interval between lesion and surgery:_____ days","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","39","M","Multiple choice","mulLysisCord[Lateral]","mulLysisCord","Neurolysis of which cord(s)?","Lateral","Lateral","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","39","M","Multiple choice","mulLysisCord[Medial]","mulLysisCord","Neurolysis of which cord(s)?","Medial","Medial","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","39","M","Multiple choice","mulLysisCord[NINA]","mulLysisCord","Neurolysis of which cord(s)?","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","39","M","Multiple choice","mulLysisCord[Posterior]","mulLysisCord","Neurolysis of which cord(s)?","Posterior","Posterior","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","246","T","Long Free Text","txtFIGrafte","txtFIGrafte","First intercostal nerve graft's extent(s):","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[C4]","mulExplorPregang","Preganglionic injured root(s):","C4","C4","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[C5]","mulExplorPregang","Preganglionic injured root(s):","C5","C5","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[C6]","mulExplorPregang","Preganglionic injured root(s):","C6","C6","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[C7]","mulExplorPregang","Preganglionic injured root(s):","C7","C7","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[C8]","mulExplorPregang","Preganglionic injured root(s):","C8","C8","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[NINA]","mulExplorPregang","Preganglionic injured root(s):","NINA","Not informed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[T1]","mulExplorPregang","Preganglionic injured root(s):","T1","T1","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","9","M","Multiple choice","mulExplorPregang[T2]","mulExplorPregang","Preganglionic injured root(s):","T2","T2","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","10","M","Multiple choice","mulExplorPosgang[Cords]","mulExplorPosgang","Level of the postganglionic surgical exploration ?","Cords","Cords","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","10","M","Multiple choice","mulExplorPosgang[Divisions]","mulExplorPosgang","Level of the postganglionic surgical exploration ?","Divisions","Divisions","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","10","M","Multiple choice","mulExplorPosgang[NINA]","mulExplorPosgang","Level of the postganglionic surgical exploration ?","NINA","Not informed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","10","M","Multiple choice","mulExplorPosgang[Roots]","mulExplorPosgang","Level of the postganglionic surgical exploration ?","Roots","Roots","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","10","M","Multiple choice","mulExplorPosgang[Trunks]","mulExplorPosgang","Level of the postganglionic surgical exploration ?","Trunks","Trunks","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","6","X","Boilerplate Question","opcRLBpsurg","opcRLBpsurg","If both, fill-up a form for each one.","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","46","M","Multiple choice","mulIMcTxRepair[Glue]","mulIMcTxRepair","Types of repairs used in the nerve transfer - Intercostal - musculocutaneous:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","46","M","Multiple choice","mulIMcTxRepair[Graft]","mulIMcTxRepair","Types of repairs used in the nerve transfer - Intercostal - musculocutaneous:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","46","M","Multiple choice","mulIMcTxRepair[NINA]","mulIMcTxRepair","Types of repairs used in the nerve transfer - Intercostal - musculocutaneous:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","46","M","Multiple choice","mulIMcTxRepair[Suture]","mulIMcTxRepair","Types of repairs used in the nerve transfer - Intercostal - musculocutaneous:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","46","M","Multiple choice","mulIMcTxRepair[Tubuliz]","mulIMcTxRepair","Types of repairs used in the nerve transfer - Intercostal - musculocutaneous:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","12","M","Multiple choice","mulExplorC4[Continuity]","mulExplorC4","C4 injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","12","M","Multiple choice","mulExplorC4[NINA]","mulExplorC4","C4 injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","12","M","Multiple choice","mulExplorC4[Neuroma]","mulExplorC4","C4 injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","12","M","Multiple choice","mulExplorC4[Rupture]","mulExplorC4","C4 injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[Cord]","mulLysisSite","What level(s) of neurolysis?","Cord","Cord","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[Division]","mulLysisSite","What level(s) of neurolysis?","Division","Division","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[NINA]","mulLysisSite","What level(s) of neurolysis?","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[Nerve]","mulLysisSite","What level(s) of neurolysis?","Nerve","Nerve","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[Root]","mulLysisSite","What level(s) of neurolysis?","Root","Root","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","35","M","Multiple choice","mulLysisSite[Trunk]","mulLysisSite","What level(s) of neurolysis?","Trunk","Trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","18","M","Multiple choice","mulExplorT2[Continuity]","mulExplorT2","T2 injury:","Continuity","Continuity injury","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","18","M","Multiple choice","mulExplorT2[NINA]","mulExplorT2","T2 injury:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","18","M","Multiple choice","mulExplorT2[Neuroma]","mulExplorT2","T2 injury:","Neuroma","Neuroma","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","18","M","Multiple choice","mulExplorT2[Rupture]","mulExplorT2","T2 injury:","Rupture","Rupture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[ADivisionITrunk]","mulLysisDivision","Neurolysis of which division(s)?","ADivisionITrunk","anterior division lower trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[ADivisionMTrunk]","mulLysisDivision","Neurolysis of which division(s)?","ADivisionMTrunk","anterior division middle trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[ADivisionUTrunk]","mulLysisDivision","Neurolysis of which division(s)?","ADivisionUTrunk","anterior division upper trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[NINA]","mulLysisDivision","Neurolysis of which division(s)?","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[PDivisionITrunk]","mulLysisDivision","Neurolysis of which division(s)?","PDivisionITrunk","posterior division lower trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[PDivisionMTrunk]","mulLysisDivision","Neurolysis of which division(s)?","PDivisionMTrunk","posterior division middle trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","38","M","Multiple choice","mulLysisDivision[PDivisionUTrunk]","mulLysisDivision","Neurolysis of which division(s)?","PDivisionUTrunk","posterior division upper trunk","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","247","M","Multiple choice","mulFIGraftr[Glue]","mulFIGraftr","Types of repairs used in the First intercostal nerve graft(s):","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","247","M","Multiple choice","mulFIGraftr[NINA]","mulFIGraftr","Types of repairs used in the First intercostal nerve graft(s):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","247","M","Multiple choice","mulFIGraftr[Suture]","mulFIGraftr","Types of repairs used in the First intercostal nerve graft(s):","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","45","M","Multiple choice","mulOberlinTxRepair[Glue]","mulOberlinTxRepair","Types of repairs used in the nerve transfer - Oberlin:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","45","M","Multiple choice","mulOberlinTxRepair[Graft]","mulOberlinTxRepair","Types of repairs used in the nerve transfer - Oberlin:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","45","M","Multiple choice","mulOberlinTxRepair[NINA]","mulOberlinTxRepair","Types of repairs used in the nerve transfer - Oberlin:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","45","M","Multiple choice","mulOberlinTxRepair[Suture]","mulOberlinTxRepair","Types of repairs used in the nerve transfer - Oberlin:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","45","M","Multiple choice","mulOberlinTxRepair[Tubuliz]","mulOberlinTxRepair","Types of repairs used in the nerve transfer - Oberlin:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[C4]","mulNeuromadSite","Neuroma dissection of which root(s):","C4","C4","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[C5]","mulNeuromadSite","Neuroma dissection of which root(s):","C5","C5","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[C6]","mulNeuromadSite","Neuroma dissection of which root(s):","C6","C6","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[C7]","mulNeuromadSite","Neuroma dissection of which root(s):","C7","C7","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[C8]","mulNeuromadSite","Neuroma dissection of which root(s):","C8","C8","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[NINA]","mulNeuromadSite","Neuroma dissection of which root(s):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[T1]","mulNeuromadSite","Neuroma dissection of which root(s):","T1","T1","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","248","M","Multiple choice","mulNeuromadSite[T2]","mulNeuromadSite","Neuroma dissection of which root(s):","T2","T2","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","1","1"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","2","2"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","3","3"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","4","4"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","5","5"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","6","6"
"Q61802","Unified surgical evaluation ","Surgical Data","245","L","List (Radio)","lstFIGraftn","lstFIGraftn","How many grafts were used in the First intercostal nerve?","","","","","NINA","Not informed / not assessed"
"Q61802","Unified surgical evaluation ","Surgical Data","52","M","Multiple choice","mulIAxTxRepair[Glue]","mulIAxTxRepair","Types of repairs used in the nerve transfer - Intercostal - axilary (trunk/ anterior division):","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","52","M","Multiple choice","mulIAxTxRepair[Graft]","mulIAxTxRepair","Types of repairs used in the nerve transfer - Intercostal - axilary (trunk/ anterior division):","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","52","M","Multiple choice","mulIAxTxRepair[NINA]","mulIAxTxRepair","Types of repairs used in the nerve transfer - Intercostal - axilary (trunk/ anterior division):","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","52","M","Multiple choice","mulIAxTxRepair[Suture]","mulIAxTxRepair","Types of repairs used in the nerve transfer - Intercostal - axilary (trunk/ anterior division):","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","52","M","Multiple choice","mulIAxTxRepair[Tubuliz]","mulIAxTxRepair","Types of repairs used in the nerve transfer - Intercostal - axilary (trunk/ anterior division):","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","55","M","Multiple choice","mulMeBrTxRepair[Glue]","mulMeBrTxRepair","Types of repairs used in the nerve transfer - Median - Brachial Branch:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","55","M","Multiple choice","mulMeBrTxRepair[Graft]","mulMeBrTxRepair","Types of repairs used in the nerve transfer - Median - Brachial Branch:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","55","M","Multiple choice","mulMeBrTxRepair[NINA]","mulMeBrTxRepair","Types of repairs used in the nerve transfer - Median - Brachial Branch:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","55","M","Multiple choice","mulMeBrTxRepair[Suture]","mulMeBrTxRepair","Types of repairs used in the nerve transfer - Median - Brachial Branch:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","55","M","Multiple choice","mulMeBrTxRepair[Tubuliz]","mulMeBrTxRepair","Types of repairs used in the nerve transfer - Median - Brachial Branch:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","63","T","Long Free Text","txtIMcTxTubuliz","txtIMcTxTubuliz","Which materials were used  for tubulization in Intercostal - Musculocutaneous transfer?","","","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","48","M","Multiple choice","mulMPMcTxRepair[Glue]","mulMPMcTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - musculocutaneous:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","48","M","Multiple choice","mulMPMcTxRepair[Graft]","mulMPMcTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - musculocutaneous:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","48","M","Multiple choice","mulMPMcTxRepair[NINA]","mulMPMcTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - musculocutaneous:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","48","M","Multiple choice","mulMPMcTxRepair[Suture]","mulMPMcTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - musculocutaneous:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","48","M","Multiple choice","mulMPMcTxRepair[Tubuliz]","mulMPMcTxRepair","Types of repairs used in the nerve transfer - Medial pectoral - musculocutaneous:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","58","M","Multiple choice","mulDoubleTxRepair[Glue]","mulDoubleTxRepair","Types of repairs used in the nerve transfer - Double transfer:","Glue","Glue","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","58","M","Multiple choice","mulDoubleTxRepair[Graft]","mulDoubleTxRepair","Types of repairs used in the nerve transfer - Double transfer:","Graft","Graft","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","58","M","Multiple choice","mulDoubleTxRepair[NINA]","mulDoubleTxRepair","Types of repairs used in the nerve transfer - Double transfer:","NINA","Not informed / not assessed","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","58","M","Multiple choice","mulDoubleTxRepair[Suture]","mulDoubleTxRepair","Types of repairs used in the nerve transfer - Double transfer:","Suture","Suture","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","58","M","Multiple choice","mulDoubleTxRepair[Tubuliz]","mulDoubleTxRepair","Types of repairs used in the nerve transfer - Double transfer:","Tubuliz","Tubulization","","","",""
"Q61802","Unified surgical evaluation ","Surgical Data","53","M","Multiple choice","mulPhAcTxRepair[Glue]","mulPhAcTxRepair","Types of repairs used in the nerve transfer - Phrenic - accessory:","Glue","Glue","","","",""
